person1_word_idx,person2_word_idx,sentence,person1_right_tokens,person2_right_tokens,text_between,person1_left_tokens,person2_left_tokens,person1_right_first_tokens,person2_right_first_tokens,person1_right_second_tokens,person2_right_second_tokens,person1_right_third_tokens,person2_right_third_tokens,person1_left_first_tokens,person2_left_first_tokens,person1_left_second_tokens,person2_left_second_tokens,person1_left_third_tokens,person2_left_third_tokens,tokens
"(31, 32)","(27, 27)","• Consistent with the modelling results , TEM microscopy examination indicates that casting deformation is induced at high temperatures close to the γ ′ solvus , which is between 1250 and 1310°C for as-cast CMSX-4 . ",['.'],['.'],"['and', '1310°C', 'for']","['the', 'γ', '′', 'solvus', 'which', 'is', 'between', '1250', 'and', '1310°C']","['high', 'temperatures', 'close', 'to', 'the', 'γ', '′', 'solvus', 'which', 'is']",['.'],['and'],['.'],['1310°C'],['.'],['for'],['for'],['between'],['1310°C'],['is'],['1310°C'],['which'],"['•', 'Consistent', 'with', 'the', 'modelling', 'results', 'TEM', 'microscopy', 'examination', 'indicates', 'that', 'casting', 'deformation', 'is', 'induced', 'at', 'high', 'temperatures', 'close', 'to', 'the', 'γ', '′', 'solvus', 'which', 'is', 'between', '1250', 'and', '1310°C', 'for', 'as-cast', 'CMSX-4', '.']"
"(31, 32)","(29, 29)","• Consistent with the modelling results , TEM microscopy examination indicates that casting deformation is induced at high temperatures close to the γ ′ solvus , which is between 1250 and 1310°C for as-cast CMSX-4 . ",['.'],['.'],['for'],"['the', 'γ', '′', 'solvus', 'which', 'is', 'between', '1250', 'and', '1310°C']","['close', 'to', 'the', 'γ', '′', 'solvus', 'which', 'is', 'between', '1250']",['.'],['for'],['.'],['as-cast'],['.'],['CMSX-4'],['for'],['and'],['1310°C'],['1250'],['1310°C'],['between'],"['•', 'Consistent', 'with', 'the', 'modelling', 'results', 'TEM', 'microscopy', 'examination', 'indicates', 'that', 'casting', 'deformation', 'is', 'induced', 'at', 'high', 'temperatures', 'close', 'to', 'the', 'γ', '′', 'solvus', 'which', 'is', 'between', '1250', 'and', '1310°C', 'for', 'as-cast', 'CMSX-4', '.']"
"(8, 8)","(11, 11)",The γ′ solvus ( S ) of this alloy is around 1160°C . ,"['is', 'around', '1160°C', '.']","['is', 'around', '1160°C', '.']","['is', 'around']","['The', 'γ′', 'solvus', '(', 'S', ')', 'of']","['The', 'γ′', 'solvus', '(', 'S', ')', 'of', 'this', 'alloy', 'is']",['is'],['.'],['around'],['.'],['1160°C'],['.'],['this'],['around'],['of'],['is'],[')'],['alloy'],"['The', 'γ′', 'solvus', '(', 'S', ')', 'of', 'this', 'alloy', 'is', 'around', '1160°C', '.']"
"(23, 23)","(18, 18)","As the phase transformation temperatures should also vary consistent with the composition profile , the average solvus temperature of 1290°C is approximated for the alloy . ",['.'],['.'],"['is', 'approximated', 'for', 'the']","['profile', 'the', 'average', 'solvus', 'temperature', 'of', '1290°C', 'is', 'approximated', 'for']","['vary', 'consistent', 'with', 'the', 'composition', 'profile', 'the', 'average', 'solvus', 'temperature']",['.'],['is'],['.'],['approximated'],['.'],['for'],['the'],['of'],['for'],['temperature'],['approximated'],['solvus'],"['As', 'the', 'phase', 'transformation', 'temperatures', 'should', 'also', 'vary', 'consistent', 'with', 'the', 'composition', 'profile', 'the', 'average', 'solvus', 'temperature', 'of', '1290°C', 'is', 'approximated', 'for', 'the', 'alloy', '.']"
"(16, 16)","(18, 18)","From the microstructural observations , it may be summarized that γ′-solvus , solidus and eutectic temperatures of the alloy are 1290 , 1305 , and 1320°C . ","['are', '1290', '1305', 'and', '1320°C', '.']","['are', '1290', '1305', 'and', '1320°C', '.']",['are'],"['may', 'be', 'summarized', 'that', 'γ′-solvus', 'solidus', 'and', 'eutectic', 'temperatures', 'of']","['summarized', 'that', 'γ′-solvus', 'solidus', 'and', 'eutectic', 'temperatures', 'of', 'the', 'alloy']",['are'],['1305'],['1290'],['and'],['1305'],['1320°C'],['the'],['are'],['of'],['alloy'],['temperatures'],['the'],"['From', 'the', 'microstructural', 'observations', 'it', 'may', 'be', 'summarized', 'that', 'γ′-solvus', 'solidus', 'and', 'eutectic', 'temperatures', 'of', 'the', 'alloy', 'are', '1290', '1305', 'and', '1320°C', '.']"
"(6, 6)","(8, 8)","The γ′ solvus temperature of the alloy is 1170°C [ 22 ] , and the temperature of the sub-solvus solution heat treatment is 1135°C . ","['is', '1170°C', '22', 'and', 'the', 'temperature', 'of', 'the', 'sub-solvus', 'solution']","['is', '1170°C', '22', 'and', 'the', 'temperature', 'of', 'the', 'sub-solvus', 'solution']",['is'],"['The', 'γ′', 'solvus', 'temperature', 'of']","['The', 'γ′', 'solvus', 'temperature', 'of', 'the', 'alloy']",['is'],['22'],['1170°C'],['and'],['22'],['the'],['the'],['is'],['of'],['alloy'],['temperature'],['the'],"['The', 'γ′', 'solvus', 'temperature', 'of', 'the', 'alloy', 'is', '1170°C', '22', 'and', 'the', 'temperature', 'of', 'the', 'sub-solvus', 'solution', 'heat', 'treatment', 'is', '1135°C', '.']"
"(3, 3)","(30, 30)","For example , the Waspaloy material was tested at a higher temperature relative to its γ′ solvus than 5C ( ∼140°C versus ∼30°C ) , although at a comparable actual temperature ( 1177°C for Waspaloy and 1225°C for 5C ) and at a higher strain rate ( 0.1 s−1 versus 0.01 s−1 ) . ","['material', 'was', 'tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its']","['material', 'was', 'tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its']","['material', 'was', 'tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its', 'γ′', 'solvus', 'than', '5C', '(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature', '(']","['For', 'example']","['∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature']",['material'],['for'],['was'],['Waspaloy'],['tested'],['and'],['the'],['('],['example'],['temperature'],['For'],['actual'],"['For', 'example', 'the', 'Waspaloy', 'material', 'was', 'tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its', 'γ′', 'solvus', 'than', '5C', '(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy', 'and', '1225°C', 'for', '5C', ')', 'and', 'at', 'a', 'higher', 'strain', 'rate', '(', '0.1', 's−1', 'versus', '0.01', 's−1', ')', '.']"
"(3, 3)","(34, 34)","For example , the Waspaloy material was tested at a higher temperature relative to its γ′ solvus than 5C ( ∼140°C versus ∼30°C ) , although at a comparable actual temperature ( 1177°C for Waspaloy and 1225°C for 5C ) and at a higher strain rate ( 0.1 s−1 versus 0.01 s−1 ) . ","['material', 'was', 'tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its']","['material', 'was', 'tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its']","['material', 'was', 'tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its', 'γ′', 'solvus', 'than', '5C', '(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy', 'and']","['For', 'example']","['although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy']",['material'],['for'],['was'],['5C'],['tested'],[')'],['the'],['and'],['example'],['Waspaloy'],['For'],['for'],"['For', 'example', 'the', 'Waspaloy', 'material', 'was', 'tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its', 'γ′', 'solvus', 'than', '5C', '(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy', 'and', '1225°C', 'for', '5C', ')', 'and', 'at', 'a', 'higher', 'strain', 'rate', '(', '0.1', 's−1', 'versus', '0.01', 's−1', ')', '.']"
"(17, 17)","(30, 30)","For example , the Waspaloy material was tested at a higher temperature relative to its γ′ solvus than 5C ( ∼140°C versus ∼30°C ) , although at a comparable actual temperature ( 1177°C for Waspaloy and 1225°C for 5C ) and at a higher strain rate ( 0.1 s−1 versus 0.01 s−1 ) . ","['(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual']","['(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual']","['(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature', '(']","['tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its', 'γ′', 'solvus']","['∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature']",['('],['for'],['∼140°C'],['Waspaloy'],['versus'],['and'],['than'],['('],['solvus'],['temperature'],['γ′'],['actual'],"['For', 'example', 'the', 'Waspaloy', 'material', 'was', 'tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its', 'γ′', 'solvus', 'than', '5C', '(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy', 'and', '1225°C', 'for', '5C', ')', 'and', 'at', 'a', 'higher', 'strain', 'rate', '(', '0.1', 's−1', 'versus', '0.01', 's−1', ')', '.']"
"(17, 17)","(34, 34)","For example , the Waspaloy material was tested at a higher temperature relative to its γ′ solvus than 5C ( ∼140°C versus ∼30°C ) , although at a comparable actual temperature ( 1177°C for Waspaloy and 1225°C for 5C ) and at a higher strain rate ( 0.1 s−1 versus 0.01 s−1 ) . ","['(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual']","['(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual']","['(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy', 'and']","['tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its', 'γ′', 'solvus']","['although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy']",['('],['for'],['∼140°C'],['5C'],['versus'],[')'],['than'],['and'],['solvus'],['Waspaloy'],['γ′'],['for'],"['For', 'example', 'the', 'Waspaloy', 'material', 'was', 'tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its', 'γ′', 'solvus', 'than', '5C', '(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy', 'and', '1225°C', 'for', '5C', ')', 'and', 'at', 'a', 'higher', 'strain', 'rate', '(', '0.1', 's−1', 'versus', '0.01', 's−1', ')', '.']"
"(32, 32)","(30, 30)","For example , the Waspaloy material was tested at a higher temperature relative to its γ′ solvus than 5C ( ∼140°C versus ∼30°C ) , although at a comparable actual temperature ( 1177°C for Waspaloy and 1225°C for 5C ) and at a higher strain rate ( 0.1 s−1 versus 0.01 s−1 ) . ","['and', '1225°C', 'for', '5C', ')', 'and', 'at', 'a', 'higher', 'strain']","['and', '1225°C', 'for', '5C', ')', 'and', 'at', 'a', 'higher', 'strain']",['for'],"['∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C']","['∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature']",['and'],['for'],['1225°C'],['Waspaloy'],['for'],['and'],['for'],['('],['1177°C'],['temperature'],['('],['actual'],"['For', 'example', 'the', 'Waspaloy', 'material', 'was', 'tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its', 'γ′', 'solvus', 'than', '5C', '(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy', 'and', '1225°C', 'for', '5C', ')', 'and', 'at', 'a', 'higher', 'strain', 'rate', '(', '0.1', 's−1', 'versus', '0.01', 's−1', ')', '.']"
"(32, 32)","(34, 34)","For example , the Waspaloy material was tested at a higher temperature relative to its γ′ solvus than 5C ( ∼140°C versus ∼30°C ) , although at a comparable actual temperature ( 1177°C for Waspaloy and 1225°C for 5C ) and at a higher strain rate ( 0.1 s−1 versus 0.01 s−1 ) . ","['and', '1225°C', 'for', '5C', ')', 'and', 'at', 'a', 'higher', 'strain']","['and', '1225°C', 'for', '5C', ')', 'and', 'at', 'a', 'higher', 'strain']",['and'],"['∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C']","['although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy']",['and'],['for'],['1225°C'],['5C'],['for'],[')'],['for'],['and'],['1177°C'],['Waspaloy'],['('],['for'],"['For', 'example', 'the', 'Waspaloy', 'material', 'was', 'tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its', 'γ′', 'solvus', 'than', '5C', '(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy', 'and', '1225°C', 'for', '5C', ')', 'and', 'at', 'a', 'higher', 'strain', 'rate', '(', '0.1', 's−1', 'versus', '0.01', 's−1', ')', '.']"
"(36, 36)","(30, 30)","For example , the Waspaloy material was tested at a higher temperature relative to its γ′ solvus than 5C ( ∼140°C versus ∼30°C ) , although at a comparable actual temperature ( 1177°C for Waspaloy and 1225°C for 5C ) and at a higher strain rate ( 0.1 s−1 versus 0.01 s−1 ) . ","[')', 'and', 'at', 'a', 'higher', 'strain', 'rate', '(', '0.1', 's−1']","[')', 'and', 'at', 'a', 'higher', 'strain', 'rate', '(', '0.1', 's−1']","['for', 'Waspaloy', 'and', '1225°C', 'for']","['a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy', 'and', '1225°C']","['∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature']",[')'],['for'],['and'],['Waspaloy'],['at'],['and'],['for'],['('],['1225°C'],['temperature'],['and'],['actual'],"['For', 'example', 'the', 'Waspaloy', 'material', 'was', 'tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its', 'γ′', 'solvus', 'than', '5C', '(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy', 'and', '1225°C', 'for', '5C', ')', 'and', 'at', 'a', 'higher', 'strain', 'rate', '(', '0.1', 's−1', 'versus', '0.01', 's−1', ')', '.']"
"(36, 36)","(34, 34)","For example , the Waspaloy material was tested at a higher temperature relative to its γ′ solvus than 5C ( ∼140°C versus ∼30°C ) , although at a comparable actual temperature ( 1177°C for Waspaloy and 1225°C for 5C ) and at a higher strain rate ( 0.1 s−1 versus 0.01 s−1 ) . ","[')', 'and', 'at', 'a', 'higher', 'strain', 'rate', '(', '0.1', 's−1']","[')', 'and', 'at', 'a', 'higher', 'strain', 'rate', '(', '0.1', 's−1']",['for'],"['a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy', 'and', '1225°C']","['although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy']",[')'],['for'],['and'],['5C'],['at'],[')'],['for'],['and'],['1225°C'],['Waspaloy'],['and'],['for'],"['For', 'example', 'the', 'Waspaloy', 'material', 'was', 'tested', 'at', 'a', 'higher', 'temperature', 'relative', 'to', 'its', 'γ′', 'solvus', 'than', '5C', '(', '∼140°C', 'versus', '∼30°C', ')', 'although', 'at', 'a', 'comparable', 'actual', 'temperature', '(', '1177°C', 'for', 'Waspaloy', 'and', '1225°C', 'for', '5C', ')', 'and', 'at', 'a', 'higher', 'strain', 'rate', '(', '0.1', 's−1', 'versus', '0.01', 's−1', ')', '.']"
"(5, 5)","(9, 9)","The γ′ solvus temperature of L19 is quite high , 1126±2°C , and it displays a mass density ＜ 9g/cm3 , making it an interesting candidate for further investigation . ","['is', 'quite', 'high', '1126±2°C', 'and', 'it', 'displays', 'a', 'mass', 'density']","['is', 'quite', 'high', '1126±2°C', 'and', 'it', 'displays', 'a', 'mass', 'density']","['is', 'quite', 'high']","['The', 'γ′', 'solvus', 'temperature']","['The', 'γ′', 'solvus', 'temperature', 'of', 'L19', 'is', 'quite']",['is'],['and'],['quite'],['it'],['high'],['displays'],['of'],['high'],['temperature'],['quite'],['solvus'],['is'],"['The', 'γ′', 'solvus', 'temperature', 'of', 'L19', 'is', 'quite', 'high', '1126±2°C', 'and', 'it', 'displays', 'a', 'mass', 'density', '＜', '9g/cm3', 'making', 'it', 'an', 'interesting', 'candidate', 'for', 'further', 'investigation', '.']"
"(5, 5)","(28, 28)","An alloy with the composition Co-30Ni-7Al-4Ti-3Mo-2W-1Nb-1Ta ( L19 ) exhibited a promising combination of a high γ′ volume fraction ( ≈65 % ) , high γ′ solvus temperature ( 1126±2°C ) , low density ( 8.89±0.02g/cm3 ) , and no secondary phase formation after prolonged aging at 900°C ( 1000 h ) , 1000°C ( 168 h ) , or 1100°C ( 168 h ) . ","['(', 'L19', ')', 'exhibited', 'a', 'promising', 'combination', 'of', 'a', 'high']","['(', 'L19', ')', 'exhibited', 'a', 'promising', 'combination', 'of', 'a', 'high']","['(', 'L19', ')', 'exhibited', 'a', 'promising', 'combination', 'of', 'a', 'high', 'γ′', 'volume', 'fraction', '(', '≈65', '%', ')', 'high', 'γ′', 'solvus', 'temperature', '(']","['An', 'alloy', 'with', 'the']","['volume', 'fraction', '(', '≈65', '%', ')', 'high', 'γ′', 'solvus', 'temperature']",['('],[')'],['L19'],['low'],[')'],['density'],['composition'],['('],['the'],['temperature'],['with'],['solvus'],"['An', 'alloy', 'with', 'the', 'composition', 'Co-30Ni-7Al-4Ti-3Mo-2W-1Nb-1Ta', '(', 'L19', ')', 'exhibited', 'a', 'promising', 'combination', 'of', 'a', 'high', 'γ′', 'volume', 'fraction', '(', '≈65', '%', ')', 'high', 'γ′', 'solvus', 'temperature', '(', '1126±2°C', ')', 'low', 'density', '(', '8.89±0.02g/cm3', ')', 'and', 'no', 'secondary', 'phase', 'formation', 'after', 'prolonged', 'aging', 'at', '900°C', '(', '1000', 'h', ')', '1000°C', '(', '168', 'h', ')', 'or', '1100°C', '(', '168', 'h', ')', '.']"
"(2, 2)","(9, 9)","Samples of X1Ta , X3Ta and X5Ta were homogenized at 1270°C ( above γ′ solvus ) for 1 day , 2 days and 3 days respectively , followed by water quench , in an attempt to minimize compositional heterogeneities within the microstructure attributed to dendritic segregation . ","['X3Ta', 'and', 'X5Ta', 'were', 'homogenized', 'at', '1270°C', '(', 'above', 'γ′']","['X3Ta', 'and', 'X5Ta', 'were', 'homogenized', 'at', '1270°C', '(', 'above', 'γ′']","['X3Ta', 'and', 'X5Ta', 'were', 'homogenized', 'at']",['Samples'],"['Samples', 'of', 'X1Ta', 'X3Ta', 'and', 'X5Ta', 'were', 'homogenized']",['X3Ta'],['('],['and'],['above'],['X5Ta'],['γ′'],['of'],['at'],['Samples'],['homogenized'],[],['were'],"['Samples', 'of', 'X1Ta', 'X3Ta', 'and', 'X5Ta', 'were', 'homogenized', 'at', '1270°C', '(', 'above', 'γ′', 'solvus', ')', 'for', '1', 'day', '2', 'days', 'and', '3', 'days', 'respectively', 'followed', 'by', 'water', 'quench', 'in', 'an', 'attempt', 'to', 'minimize', 'compositional', 'heterogeneities', 'within', 'the', 'microstructure', 'attributed', 'to', 'dendritic', 'segregation', '.']"
"(3, 3)","(9, 9)","Samples of X1Ta , X3Ta and X5Ta were homogenized at 1270°C ( above γ′ solvus ) for 1 day , 2 days and 3 days respectively , followed by water quench , in an attempt to minimize compositional heterogeneities within the microstructure attributed to dendritic segregation . ","['and', 'X5Ta', 'were', 'homogenized', 'at', '1270°C', '(', 'above', 'γ′', 'solvus']","['and', 'X5Ta', 'were', 'homogenized', 'at', '1270°C', '(', 'above', 'γ′', 'solvus']","['and', 'X5Ta', 'were', 'homogenized', 'at']","['Samples', 'of']","['Samples', 'of', 'X1Ta', 'X3Ta', 'and', 'X5Ta', 'were', 'homogenized']",['and'],['('],['X5Ta'],['above'],['were'],['γ′'],['X1Ta'],['at'],['of'],['homogenized'],['Samples'],['were'],"['Samples', 'of', 'X1Ta', 'X3Ta', 'and', 'X5Ta', 'were', 'homogenized', 'at', '1270°C', '(', 'above', 'γ′', 'solvus', ')', 'for', '1', 'day', '2', 'days', 'and', '3', 'days', 'respectively', 'followed', 'by', 'water', 'quench', 'in', 'an', 'attempt', 'to', 'minimize', 'compositional', 'heterogeneities', 'within', 'the', 'microstructure', 'attributed', 'to', 'dendritic', 'segregation', '.']"
"(5, 5)","(9, 9)","Samples of X1Ta , X3Ta and X5Ta were homogenized at 1270°C ( above γ′ solvus ) for 1 day , 2 days and 3 days respectively , followed by water quench , in an attempt to minimize compositional heterogeneities within the microstructure attributed to dendritic segregation . ","['were', 'homogenized', 'at', '1270°C', '(', 'above', 'γ′', 'solvus', ')', 'for']","['were', 'homogenized', 'at', '1270°C', '(', 'above', 'γ′', 'solvus', ')', 'for']","['were', 'homogenized', 'at']","['Samples', 'of', 'X1Ta', 'X3Ta']","['Samples', 'of', 'X1Ta', 'X3Ta', 'and', 'X5Ta', 'were', 'homogenized']",['were'],['('],['homogenized'],['above'],['at'],['γ′'],['and'],['at'],['X3Ta'],['homogenized'],['X1Ta'],['were'],"['Samples', 'of', 'X1Ta', 'X3Ta', 'and', 'X5Ta', 'were', 'homogenized', 'at', '1270°C', '(', 'above', 'γ′', 'solvus', ')', 'for', '1', 'day', '2', 'days', 'and', '3', 'days', 'respectively', 'followed', 'by', 'water', 'quench', 'in', 'an', 'attempt', 'to', 'minimize', 'compositional', 'heterogeneities', 'within', 'the', 'microstructure', 'attributed', 'to', 'dendritic', 'segregation', '.']"
"(21, 22)","(29, 29)",2 Experimental The material used in this study is a high γ′ volume fraction ( around 50 % ) nickel-based superalloy RR 1000 which has a γ′ solvus around 1170°C [ 9 ] . ,"['which', 'has', 'a', 'γ′', 'solvus', 'around', '1170°C', '9', '.']","['which', 'has', 'a', 'γ′', 'solvus', 'around', '1170°C', '9', '.']","['which', 'has', 'a', 'γ′', 'solvus', 'around']","['high', 'γ′', 'volume', 'fraction', '(', 'around', '50', '%', ')', 'nickel-based']","[')', 'nickel-based', 'superalloy', 'RR', '1000', 'which', 'has', 'a', 'γ′', 'solvus']",['which'],['9'],['has'],['.'],['a'],['.'],['superalloy'],['around'],['nickel-based'],['solvus'],['nickel-based'],['γ′'],"['2', 'Experimental', 'The', 'material', 'used', 'in', 'this', 'study', 'is', 'a', 'high', 'γ′', 'volume', 'fraction', '(', 'around', '50', '%', ')', 'nickel-based', 'superalloy', 'RR', '1000', 'which', 'has', 'a', 'γ′', 'solvus', 'around', '1170°C', '9', '.']"
"(10, 10)","(19, 19)",It is noted that the γ′ solvus temperature of new alloys is slightly lower than that of U720LI ( 1153°C ) . ,"['is', 'slightly', 'lower', 'than', 'that', 'of', 'U720LI', '(', '1153°C', ')']","['is', 'slightly', 'lower', 'than', 'that', 'of', 'U720LI', '(', '1153°C', ')']","['is', 'slightly', 'lower', 'than', 'that', 'of', 'U720LI', '(']","['It', 'is', 'noted', 'that', 'the', 'γ′', 'solvus', 'temperature', 'of']","['of', 'new', 'alloys', 'is', 'slightly', 'lower', 'than', 'that', 'of', 'U720LI']",['is'],[')'],['slightly'],['.'],['lower'],['.'],['new'],['('],['of'],['U720LI'],['temperature'],['of'],"['It', 'is', 'noted', 'that', 'the', 'γ′', 'solvus', 'temperature', 'of', 'new', 'alloys', 'is', 'slightly', 'lower', 'than', 'that', 'of', 'U720LI', '(', '1153°C', ')', '.']"
"(17, 17)","(19, 19)",It is noted that the γ′ solvus temperature of new alloys is slightly lower than that of U720LI ( 1153°C ) . ,"['(', '1153°C', ')', '.']","['(', '1153°C', ')', '.']",['('],"['solvus', 'temperature', 'of', 'new', 'alloys', 'is', 'slightly', 'lower', 'than', 'that']","['of', 'new', 'alloys', 'is', 'slightly', 'lower', 'than', 'that', 'of', 'U720LI']",['('],[')'],['1153°C'],['.'],[')'],['.'],['of'],['('],['that'],['U720LI'],['than'],['of'],"['It', 'is', 'noted', 'that', 'the', 'γ′', 'solvus', 'temperature', 'of', 'new', 'alloys', 'is', 'slightly', 'lower', 'than', 'that', 'of', 'U720LI', '(', '1153°C', ')', '.']"
"(11, 11)","(27, 27)","But , small amount of primary γ′ phases were still observed in TMW-3 and TMW-4 , showing that the solvus temperature of primary γ′ phase is slightly higher than 1140°C . ","['and', 'TMW-4', 'showing', 'that', 'the', 'solvus', 'temperature', 'of', 'primary', 'γ′']","['and', 'TMW-4', 'showing', 'that', 'the', 'solvus', 'temperature', 'of', 'primary', 'γ′']","['and', 'TMW-4', 'showing', 'that', 'the', 'solvus', 'temperature', 'of', 'primary', 'γ′', 'phase', 'is', 'slightly', 'higher', 'than']","['But', 'small', 'amount', 'of', 'primary', 'γ′', 'phases', 'were', 'still', 'observed']","['the', 'solvus', 'temperature', 'of', 'primary', 'γ′', 'phase', 'is', 'slightly', 'higher']",['and'],['.'],['TMW-4'],['.'],['showing'],['.'],['in'],['than'],['observed'],['higher'],['still'],['slightly'],"['But', 'small', 'amount', 'of', 'primary', 'γ′', 'phases', 'were', 'still', 'observed', 'in', 'TMW-3', 'and', 'TMW-4', 'showing', 'that', 'the', 'solvus', 'temperature', 'of', 'primary', 'γ′', 'phase', 'is', 'slightly', 'higher', 'than', '1140°C', '.']"
"(13, 13)","(27, 27)","But , small amount of primary γ′ phases were still observed in TMW-3 and TMW-4 , showing that the solvus temperature of primary γ′ phase is slightly higher than 1140°C . ","['showing', 'that', 'the', 'solvus', 'temperature', 'of', 'primary', 'γ′', 'phase', 'is']","['showing', 'that', 'the', 'solvus', 'temperature', 'of', 'primary', 'γ′', 'phase', 'is']","['showing', 'that', 'the', 'solvus', 'temperature', 'of', 'primary', 'γ′', 'phase', 'is', 'slightly', 'higher', 'than']","['amount', 'of', 'primary', 'γ′', 'phases', 'were', 'still', 'observed', 'in', 'TMW-3']","['the', 'solvus', 'temperature', 'of', 'primary', 'γ′', 'phase', 'is', 'slightly', 'higher']",['showing'],['.'],['that'],['.'],['the'],['.'],['and'],['than'],['TMW-3'],['higher'],['in'],['slightly'],"['But', 'small', 'amount', 'of', 'primary', 'γ′', 'phases', 'were', 'still', 'observed', 'in', 'TMW-3', 'and', 'TMW-4', 'showing', 'that', 'the', 'solvus', 'temperature', 'of', 'primary', 'γ′', 'phase', 'is', 'slightly', 'higher', 'than', '1140°C', '.']"
